,PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations,Rural,Urban,Public,ConnectionsLess200,GroundwaterOrCombined,Predictions,Std_Pearson_Residuals,Std_Deviance_Residuals,Residuals
1425,6610036,BARKEYVILLE MUN AUTHORITY,Venango,Ground water,1600,5,17,0.0,5.882352941000001,0.0,0.0,Local government,99,Rural,0,13,1,0,1,1,1,0.7733165389208841,-0.44124287299964116,-0.8472197988511112,-0.7733165389208841
1426,6610038,COUNTRY ESTATES MHP,Venango,Ground water,90,4,1,0.0,0.0,0.0,0.0,Private,58,Rural,0,18,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1427,6610039,SAGE RUN DIST,Venango,Ground water purchased,196,2,10,0.0,0.0,0.0,0.0,Local government,80,Rural,0,0,1,0,1,1,1,0.7274563056956893,-0.4377823431139068,-0.8331633864475398,-0.7274563056956893
1428,6610040,WOODLAND HEIGHTS DIST,Venango,Ground water purchased,460,2,58,3.448275862,1.724137931,0.0,0.0,Local government,179,Urban,0,0,0,1,1,1,1,0.503459125571405,-0.41418046864993,-0.7485352876174317,-0.503459125571405
1429,6610042,SANDYCREEK TWP WATERWORKS,Venango,Ground water purchased,2417,3,275,2.9090909089999997,5.090909091,1.454545455,1.454545455,Local government,697,Rural,0,4,1,0,1,0,1,0.5796115247196376,-0.42377471533428546,-0.7808796656877133,-0.5796115247196376
1430,6610859,KENNERDELL NORTH WATER SYSTEM,Venango,Ground water,412,3,6,0.0,0.0,0.0,0.0,Private,134,Rural,0,2,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1431,6620007,WEST SHEFFIELD WATER ASSN,Warren,Ground water,225,5,2,0.0,0.0,0.0,0.0,Private,85,Rural,2,7,1,0,0,1,1,0.722134746360665,0.7739339265213672,0.5550010267384162,1.2778652536393351
1432,6620019,WILDERNESS MHP,Warren,Ground water,200,5,1,0.0,0.0,0.0,0.0,Private,87,Rural,4,41,1,0,0,1,1,0.722134746360665,1.9852258437516364,1.092755466386292,3.277865253639335
1433,6620020,PA AMERICAN WATER CO WARREN,Warren,Ground water,14650,10,9238,4.990257632,3.9835462219999997,0.714440355,1.894349426,Private,5500,Urban,1,1,0,1,0,0,1,0.3945904095029711,0.6075497494487379,0.4579139150269389,0.6054095904970289
1434,6620021,AQUA PA CLARENDON,Warren,Ground water,840,6,17,5.882352941000001,0.0,0.0,0.0,Private,350,Rural,0,0,1,0,0,0,1,0.5221384926799293,-0.4167281426822632,-0.7568892033473289,-0.5221384926799293
1435,6620028,NORTH WARREN MUNI AUTHORITY,Warren,Ground water,1626,5,150,2.666666667,4.0,0.666666667,0.666666667,Local government,745,Rural,0,4,1,0,1,0,1,0.5751449680985662,-0.42326579388770397,-0.7791006726633942,-0.5751449680985662
1436,6620029,PINE GROVE TWP WATER SYSTEM,Warren,Ground water,640,7,20,0.0,0.0,0.0,0.0,Local government,208,Urban,1,9,0,1,1,0,1,0.4107277119294612,0.5726089999746669,0.4369011535208398,0.5892722880705388
1437,6620031,SHEFFIELD TWP MUNICIPAL AUTH,Warren,Ground water,1075,5,15,6.666666667,0.0,0.0,0.0,Local government,684,Rural,0,5,1,0,1,0,1,0.5198927103150576,-0.416429102836517,-0.7559002786999244,-0.5198927103150576
1438,6620032,SOUTHWEST WARREN CO MUN AUTH,Warren,Surface water,1040,8,18,0.0,0.0,0.0,0.0,Local government,436,Rural,4,9,1,0,1,0,0,1.2860704626527921,0.9817065435880867,0.6651778807380133,2.713929537347208
1439,6620034,WARREN STATE HOSPITAL,Warren,Ground water,1300,13,79,2.53164557,3.797468354,1.265822785,1.265822785,State government,40,Rural,0,7,1,0,1,1,1,0.7288061245210375,-0.43788918960226425,-0.8335898158544641,-0.7288061245210375
1440,6620036,RIVERVIEW COMMUNITIES NORTH,Warren,Ground water,15,7,1,0.0,0.0,0.0,0.0,Private,15,Urban,0,3,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1441,6620038,PLEASANT VALLEY MHP,Warren,Ground water,210,7,3,0.0,0.0,0.0,0.0,Private,96,Urban,0,106,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1442,6620039,YOUNGSVILLE MUN WATERWORKS,Warren,Ground water,2007,7,133,3.759398496,3.007518797,0.0,0.7518796990000001,Local government,782,Urban,0,2,0,1,1,0,1,0.400748352960172,-0.39719987067456,-0.6965158040285861,-0.400748352960172
1443,6620043,CHANDLERS VALLEY MHP,Warren,Ground water,37,3,1,0.0,0.0,0.0,0.0,Private,20,Rural,0,66,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1444,6620833,RIVERVIEW COMMUNITIES LP SOUTH,Warren,Ground water,100,3,5,0.0,0.0,0.0,0.0,Private,55,Rural,0,9,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1445,7010001,ARENDTSVILLE MUNI WATER SYS,Adams,Ground water,1200,10,75,2.666666667,8.0,0.0,6.666666667,Local government,326,Rural,0,5,1,0,1,0,1,0.599558531015548,-0.42597590663643636,-0.7886629057676523,-0.599558531015548
1446,7010002,BENDERSVILLE MUNI AUTH,Adams,Ground water,1039,9,40,2.5,10.0,2.5,7.5,Local government,239,Rural,0,6,1,0,1,0,1,0.613668889588478,-0.4274658556216154,-0.7940156212576318,-0.613668889588478
1447,7010003,EAST BERLIN AREA JOINT AUTH,Adams,Ground water,1750,16,225,1.7777777780000001,7.1111111110000005,1.333333333,4.8888888889999995,Local government,751,Rural,0,4,1,0,1,0,1,0.6019424009060893,-0.4262314189025658,-0.7895759186739179,-0.6019424009060893
1448,7010005,FAIRFIELD MUNI AUTH,Adams,Ground water,2150,8,51,1.960784314,5.882352941000001,0.0,1.960784314,Local government,354,Rural,0,1,1,0,1,0,1,0.5926905958136032,-0.4252309153304623,-0.7860123064295124,-0.5926905958136032
1449,7010007,THE VILLAGE OF LAUREL RUN,Adams,Ground water,250,4,2,0.0,0.0,0.0,0.0,Private,15,Rural,0,4,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1450,7010011,OAK VILLAGE,Adams,Ground water,225,4,4,0.0,25.0,0.0,0.0,Private,72,Rural,0,0,1,0,0,1,1,0.936391325052223,-0.45124637359297176,-0.8910816994770784,-0.936391325052223
1451,7010012,BONNEAUVILLE MUNI WATER AUTH,Adams,Ground water,2730,27,221,3.1674208139999998,11.31221719,0.904977376,9.049773756,Local government,869,Urban,0,6,0,1,1,0,1,0.44073260905988926,-0.40448886559286645,-0.7181232360749077,-0.44073260905988926
1452,7010014,CASTLE HILL MHP,Adams,Ground water,120,6,10,0.0,10.0,0.0,10.0,Private,51,Rural,0,0,1,0,0,1,1,0.801223904360285,-0.4431903782389226,-0.8553638400487696,-0.801223904360285
1453,7010017,ANCHOR ESTATES,Adams,Ground water,300,5,5,0.0,20.0,0.0,20.0,Private,115,Urban,1,3,0,1,0,1,1,0.6360837115286313,0.2458550666027824,0.21442388909133617,0.3639162884713687
1454,7010019,GETTYSBURG MUNI AUTH,Adams,Surface water,12425,27,8981,6.39127046,22.19129273,7.170693687000001,9.698251865,Local government,4312,Rural,0,44,1,0,1,0,0,1.4729500182048771,-0.4702559042453109,-0.9933880747658448,-1.4729500182048771
1455,7010020,BIGLERVILLE WATER CO,Adams,Ground water,2501,10,113,3.5398230089999996,16.81415929,0.0,15.92920354,Local government,535,Rural,0,0,1,0,1,0,1,0.6486060224990483,-0.4309356959069147,-0.8067599032690049,-0.6486060224990483
1456,7010021,HOFFMAN HOMES FOR YOUTHS INC,Adams,Ground water,270,4,42,2.3809523809999997,7.142857143,2.3809523809999997,2.3809523809999997,Public/Private,20,Rural,0,0,1,0,0,1,1,0.7507499247105759,-0.4395826728635608,-0.8404120765409655,-0.7507499247105759
1457,7010022,LITTLESTOWN BORO,Adams,Ground water,7300,35,4529,5.03422389,5.03422389,0.949436962,1.4572753369999998,Local government,2296,Urban,0,2,0,1,1,0,1,0.4016001014187229,-0.397365796949335,-0.6969967510475263,-0.4016001014187229
1458,7010023,NEW OXFORD MANOR MHP,Adams,Ground water,350,10,5,0.0,20.0,0.0,0.0,Private,102,Urban,6,11,0,1,0,1,1,0.6360837115286313,3.6237619423227074,1.6106633567206061,5.363916288471369
1459,7010025,NEW OXFORD MUNCI AUTH,Adams,Surface water,3963,6,1430,4.195804196,15.1048951,1.7482517480000002,11.04895105,Local government,1575,Urban,3,10,0,1,1,0,0,1.0115647594598027,0.8942711955577063,0.6200787279789856,1.9884352405401973
1460,7010028,PANORAMA MHP,Adams,Ground water,75,4,3,0.0,0.0,0.0,0.0,Private,32,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1461,7010029,MOUNTAIN VIEW MHP,Adams,Ground water,180,5,4,0.0,0.0,0.0,0.0,Private,67,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1462,7010030,YORK SPRINGS MUNI WATER,Adams,Ground water,1095,7,45,2.222222222,15.55555556,0.0,13.33333333,Local government,360,Rural,0,1,1,0,1,0,1,0.6528325291638472,-0.4313356503161569,-0.808255006124449,-0.6528325291638472
1463,7010032,FRANKLIN TWP MUNI AUTH,Adams,Ground water,441,6,19,5.263157895,5.263157895,0.0,5.263157895,Local government,126,Rural,0,27,1,0,1,1,1,0.7105634604050457,-0.43641774908713166,-0.8277579082997215,-0.7105634604050457
1464,7010033,CARROLL VALLEY WATER SYSTEM,Adams,Ground water,267,4,14,0.0,7.142857143,0.0,7.142857143,Private,98,Rural,0,2,1,0,0,1,1,0.7777821935564302,-0.4415621327007317,-0.8485429564582438,-0.7777821935564302
1465,7010034,POSSUM VALLEY MUNI AUTH,Adams,Groundwater under influence of surface water,550,11,46,2.173913043,10.86956522,2.173913043,8.695652174,Local government,150,Rural,0,5,1,0,1,1,1,0.7885706268285378,-0.44232127660737064,-0.8517078114596441,-0.7885706268285378
1466,7010035,PA AMER WATER CO LAKE HERITAGE,Adams,Ground water,1648,4,207,2.415458937,9.178743961,0.966183575,5.7971014489999995,Private,821,Urban,0,0,0,1,0,0,1,0.4327218759951606,-0.40310610652534473,-0.7139461855904052,-0.4327218759951606
1467,7010036,LAKE MEADE MUNI AUTH,Adams,Ground water,3192,7,296,1.351351351,5.405405405,0.0,4.72972973,Local government,1101,Urban,0,2,0,1,1,0,1,0.4258261107816747,-0.4018860098869496,-0.7102916699690065,-0.4258261107816747
1468,7010038,WESTERN CUMBERLAND WATER SYS,Adams,Ground water,275,5,43,4.651162791,13.95348837,4.651162791,4.651162791,Private,185,Rural,0,0,1,0,0,1,1,0.7790895393580862,-0.44165503524793087,-0.8489288523871001,-0.7790895393580862
1469,7010039,CAVALRY HEIGHTS MHP,Adams,Ground water,80,4,3,0.0,0.0,0.0,0.0,Private,45,Urban,0,2,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1470,7010041,CHESAPEAKE ESTATES MHP,Adams,Ground water,437,10,32,3.125,12.5,0.0,9.375,Private,176,Rural,0,24,1,0,0,1,1,0.7850083377714,-0.44207248756130724,-0.8506677057916627,-0.7850083377714
1471,7010044,EASTERN CUMBERLAND WATER SYS,Adams,Ground water,150,4,10,0.0,20.0,10.0,10.0,Private,78,Urban,1,8,0,1,0,1,1,0.6360837115286313,0.2458550666027824,0.21442388909133617,0.3639162884713687
1472,7010046,ROUND TOP MHP,Adams,Ground water,185,6,10,0.0,0.0,0.0,0.0,Private,320,Rural,1,4,1,0,0,0,1,0.5698238390266404,0.3190716212302111,0.2690923216842135,0.43017616097335964
1473,7010048,TIMELESS TOWNS OF AMERICA INC,Adams,Ground water,760,10,23,4.347826087,4.347826087,0.0,4.347826087,Private,73,Rural,1,16,1,0,0,1,1,0.7082536415169888,0.17969222831133158,0.1619318099152747,0.2917463584830112
1474,7010052,PINE RUN INC,Adams,Ground water,127,4,40,2.5,7.5,0.0,5.0,Private,74,Rural,0,7,1,0,0,1,1,0.7522100820525829,-0.439692527827546,-0.8408588263181521,-0.7522100820525829
1475,7010053,WALNUT GROVE MHP,Adams,Ground water,425,3,6,0.0,16.66666667,0.0,16.66666667,Private,164,Rural,0,3,1,0,0,1,1,0.8587056790911433,-0.44687216528299706,-0.8712597964204263,-0.8587056790911433
1476,7010055,EAGLE VIEW MHP,Adams,Ground water,230,9,23,0.0,8.695652174,0.0,4.347826087,Private,115,Rural,0,1,1,0,0,1,1,0.7904358665979471,-0.4424508159467016,-0.8522505052496038,-0.7904358665979471
1477,7010056,ADAMS CNTY FAC CTR,Adams,Ground water,450,4,40,5.0,12.5,0.0,7.5,Public/Private,4,Rural,2,4,1,0,0,1,1,0.7634421679986313,0.7135263779200312,0.5212667135066005,1.2365578320013686
1478,7010057,AQUA PA LINKS AT GETTYSBURG SY,Adams,Ground water,398,4,87,1.1494252870000001,5.747126437,1.1494252870000001,2.298850575,Private,159,Rural,0,1,1,0,0,1,1,0.7536015773960963,-0.43979689710552133,-0.8412837487787359,-0.7536015773960963
1479,7210001,CREEK VIEW MOBILE HOME COMMUN,Cumberland,Ground water,80,3,5,0.0,0.0,0.0,0.0,Private,47,Rural,0,59,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1480,7210002,CARLISLE WATER TRMT PLT,Cumberland,Surface water,30314,3,17788,8.241511131000001,19.985383399999996,8.427029458,4.19946031,Local government,6648,Urban,0,6,0,1,1,0,0,1.0021156500472475,-0.4544990296303545,-0.9065613095235621,-1.0021156500472475
1481,7210003,HARMONY ESTATES MHP,Cumberland,Ground water,80,3,2,0.0,0.0,0.0,0.0,Private,30,Rural,3,41,1,0,0,1,1,0.722134746360665,1.3795798851365018,0.8502950208734603,2.277865253639335
1482,7210010,US ARMY GARRISON,Cumberland,Surface water purchased,1700,4,727,6.464924347,11.41678129,3.163686382,4.951856946,Federal government,353,Urban,2,14,0,1,1,0,0,0.9412522503071755,0.5078602156153614,0.3977775966273637,1.0587477496928246
1483,7210013,ROLLING HILLS ESTATES,Cumberland,Ground water,170,5,3,0.0,0.0,0.0,0.0,Private,89,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1484,7210022,HILLSIDE MHP,Cumberland,Ground water,54,3,1,0.0,0.0,0.0,0.0,Private,16,Rural,0,49,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1485,7210027,UNITED WATER PA GRANTHAM,Cumberland,Ground water,4860,4,2661,46.67418264,12.88989102,3.457346862,3.607666291,Private,614,Urban,0,0,0,1,0,0,1,0.23301684038126144,-0.35061537453030095,-0.5768857318933571,-0.23301684038126144
1486,7210028,SUEZ MECHANICSBURG,Cumberland,Surface water,32336,6,26759,4.757277925,8.830673792,3.198923727,1.692888374,Private,10255,Urban,0,0,0,1,0,0,0,0.9329601530805373,-0.4510660415967266,-0.89024277490319,-0.9329601530805373
1487,7210029,PA AMERICAN WATER CO WEST,Cumberland,Surface water,93368,16,94173,4.227326304,14.04967454,2.516644898,3.785586102,Public/Private,35006,Urban,0,1,0,1,0,0,0,0.9927475458080339,-0.4540576310724933,-0.9044207260416386,-0.9927475458080339
1488,7210034,WILLIAMS GROVE MHP,Cumberland,Ground water,179,3,20,0.0,5.0,0.0,0.0,Private,94,Urban,0,0,0,1,0,1,1,0.5442654809115495,-0.419574478465701,-0.7664174835235643,-0.5442654809115495
1489,7210037,MT HOLLY SPRINGS BORO AUTH,Cumberland,Ground water,3261,4,339,2.064896755,5.014749263,2.064896755,2.359882006,Local government,1161,Urban,1,1,0,1,1,0,1,0.4196285254134728,0.554282176141292,0.4257001211065352,0.5803714745865272
1490,7210039,BIG SPRING TERRACE MHP,Cumberland,Ground water,439,4,9,0.0,11.11111111,0.0,0.0,Private,155,Rural,0,4,1,0,0,1,1,0.8105297701180958,-0.4438153966964749,-0.8580151665463173,-0.8105297701180958
1491,7210041,NEWVILLE BORO WATER AUTH,Cumberland,Groundwater under influence of surface water,2070,3,1361,6.318883174,6.6862601029999995,1.983835415,1.396032329,Local government,897,Rural,0,1,1,0,1,0,1,0.5601916312598896,-0.42151701191331775,-0.7730444589837364,-0.5601916312598896
1492,7210043,SHIPPENSBURG BORO WATER AUTH,Cumberland,Surface water,17800,17,6801,8.528157624,13.18923688,4.337597412,5.102190854,Local government,6188,Rural,6,21,1,0,1,0,0,1.2994774033184675,1.6842347616313544,0.9785572091975154,4.700522596681532
1493,7210046,STATE CORRECTIONAL INST,Cumberland,Surface water,3910,7,3636,0.220022002,61.02860286,39.6589659,16.52915292,State government,50,Urban,0,12,0,1,1,1,0,2.191815826206419,-0.4822796835714466,-1.0804568498666134,-2.191815826206419
1494,7210048,AQUA PA WHITE ROCK ACRES SYS,Cumberland,Ground water,890,5,239,1.2552301259999998,2.928870293,0.0,2.092050209,Private,318,Rural,0,1,1,0,0,0,1,0.5765820249167282,-0.42343019244565905,-0.7796745197471201,-0.5765820249167282
1495,7210049,N MIDDLETON WATER AUTH,Cumberland,Surface water,9483,11,2986,5.559276624,8.472873409,2.210314802,3.7173476219999997,Local government,2921,Urban,4,8,0,1,1,0,0,0.9252562926419625,1.4975904853281614,0.9014720671974622,3.0747437073580377
1496,7210050,SOUTH MIDDLETON TWP WATER AUTH,Cumberland,Ground water,10068,22,6200,2.112903226,8.887096774,0.935483871,2.725806452,Local government,3777,Rural,0,63,1,0,1,0,1,0.6101106734878271,-0.42709517600990043,-0.7926774126106233,-0.6101106734878271
1497,7210053,SOUTHERN CUMBERLAND WATER ASSN,Cumberland,Ground water,400,5,47,4.255319149,6.382978723,2.127659574,2.127659574,Private,165,Rural,0,14,1,0,0,1,1,0.7243884159035915,-0.43753831333471305,-0.8321912035393988,-0.7243884159035915
1498,7210054,SUEZ CENTER SQUARE,Cumberland,Ground water,1556,6,754,1.724137931,3.978779841,1.326259947,0.928381963,Private,633,Urban,0,0,0,1,0,0,1,0.4141895199037688,-0.3997616947203623,-0.7039965951520049,-0.4141895199037688
1499,7210055,DICKINSON TWP  MUNIC  AUTH,Cumberland,Ground water purchased,250,4,12,0.0,0.0,0.0,0.0,Local government,14,Rural,0,1,1,0,1,1,1,0.7274563056956893,-0.4377823431139068,-0.8331633864475398,-0.7274563056956893
1500,7210056,BLUE MOUNTAIN HEIGHTS MHP,Cumberland,Ground water,162,9,5,0.0,0.0,0.0,0.0,Private,72,Rural,0,1,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1501,7210057,REGENCY WOODS MHP,Cumberland,Ground water,450,8,48,2.083333333,6.25,2.083333333,2.083333333,Private,155,Rural,2,7,1,0,0,1,1,0.7471119197966418,0.7367076708928447,0.5343341858627572,1.2528880802033582
1502,7210059,MT VIEW TERRACE MHP,Cumberland,Ground water,179,4,3,0.0,0.0,0.0,0.0,Private,68,Rural,0,1,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1503,7210060,VIEW MOUNTAIN MHP,Cumberland,Ground water,80,5,63,1.5873015869999998,9.523809523999999,1.5873015869999998,1.5873015869999998,Private,45,Urban,0,8,0,1,0,1,1,0.5571697152824663,-0.4211549242611818,-0.7718013135597774,-0.5571697152824663
1504,7210061,CONODOGUINET MOBILE EST,Cumberland,Ground water,265,5,4,0.0,0.0,0.0,0.0,Private,106,Rural,0,1,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1505,7210063,MIDDLESEX TWP MUNI AUTH,Cumberland,Ground water,3527,6,992,2.419354839,5.947580645,2.016129032,2.318548387,Local government,1008,Rural,0,32,1,0,1,0,1,0.5890655107124669,-0.4248322944334005,-0.7846009875773042,-0.5890655107124669
1506,7210065,COUNTRY VIEW EST,Cumberland,Ground water,270,4,5,0.0,0.0,0.0,0.0,Private,115,Rural,0,0,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1507,7210066,SOUTHAMPTON MANOR MHP,Cumberland,Ground water,160,3,3,0.0,0.0,0.0,0.0,Private,60,Urban,0,0,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1508,7210068,HODGES MHP,Cumberland,Ground water,110,10,7,0.0,14.28571429,0.0,0.0,Private,58,Rural,2,40,1,0,0,1,1,0.8377178133130093,0.6182094537987068,0.4658211231622736,1.1622821866869906
1509,7220001,OAK KNOLL EST MHP,Dauphin,Ground water,350,7,5,0.0,0.0,0.0,0.0,Private,126,Rural,3,15,1,0,0,1,1,0.722134746360665,1.3795798851365018,0.8502950208734603,2.277865253639335
1510,7220002,CEDAR MANOR MHP,Dauphin,Ground water,510,13,29,3.448275862,3.448275862,0.0,0.0,Private,315,Urban,10,22,0,1,0,0,1,0.4014948032654158,9.499303607574767,2.8376178030354158,9.598505196734584
1511,7220003,ELIZABETHVILLE AREA AUTH,Dauphin,Ground water,2700,8,396,3.282828283,4.545454545,1.262626263,1.515151515,Private,887,Rural,0,27,1,0,0,0,1,0.5689510699204822,-0.4225499496922755,-0.7766110757953489,-0.5689510699204822
1512,7220004,DEANN VILLAGE MHP,Dauphin,Ground water,135,6,2,0.0,0.0,0.0,0.0,Private,48,Rural,0,7,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1513,7220005,GRATZ BORO WATER REVENUE FUND,Dauphin,Ground water,738,5,94,3.191489362,2.127659574,0.0,1.063829787,Local government,267,Rural,0,20,1,0,1,0,1,0.5596803535548486,-0.42145595973848454,-0.7728345938470855,-0.5596803535548486
1514,7220007,ALEX ACRES MHP,Dauphin,Ground water,108,6,2,0.0,0.0,0.0,0.0,Private,58,Rural,2,3,1,0,0,1,1,0.722134746360665,0.7739339265213672,0.5550010267384162,1.2778652536393351
1515,7220009,HALIFAX VILLAGE,Dauphin,Ground water,272,7,3,0.0,0.0,0.0,0.0,Private,100,Rural,0,66,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1516,7220015,SUEZ WATER,Dauphin,Surface water,105649,22,68041,4.735380138,29.83789186,15.17173469,6.957569701000001,Private,32950,Urban,0,0,0,1,0,0,0,1.1609722618099343,-0.4610475397946428,-0.9399680181268187,-1.1609722618099343
1517,7220016,SHADY BACK ACRES MHP,Dauphin,Ground water,40,4,3,0.0,0.0,0.0,0.0,Private,20,Urban,0,3,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1518,7220017,PA AMER WATER CO,Dauphin,Surface water,46000,8,43115,3.497622637,13.87684101,2.978081874,4.903165952,Private,18083,Urban,0,0,0,1,0,0,0,1.0017676849314074,-0.4544827592985796,-0.9064821751036586,-1.0017676849314074
1519,7220022,LYKENS BORO AUTH,Dauphin,Surface water,3225,6,329,4.863221885,6.079027356,0.0,4.255319149,Local government,1292,Urban,1,54,0,1,1,0,0,0.9119025782254765,0.043467443689416733,0.04228224426430057,0.08809742177452351
1520,7220024,CRESTVIEW VILLAGE MHP,Dauphin,Ground water,223,3,5,0.0,0.0,0.0,0.0,Private,83,Urban,0,48,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1521,7220025,HI LAND MHP,Dauphin,Ground water,66,4,4,0.0,0.0,0.0,0.0,Private,30,Rural,0,7,1,0,0,1,1,0.722134746360665,-0.437357990708902,-0.8314743797855372,-0.722134746360665
1522,7220029,PINE MANOR MHP,Dauphin,Ground water,302,4,9,0.0,0.0,0.0,0.0,Private,120,Urban,0,1,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1523,7220034,MILLERSBURG WATER AUTH,Dauphin,Surface water,4248,26,2672,4.5658682630000005,3.6676646710000003,0.18712574899999998,2.020958084,Local government,1994,Urban,0,0,0,1,1,0,0,0.8932709791327298,-0.44889647009955735,-0.8802992982550614,-0.8932709791327298
1524,7220036,STEELTON BORO WATER AUTH,Dauphin,Surface water,6300,3,6004,8.344437042000001,60.89273817,38.32445037,15.63957362,Local government,2402,Urban,14,26,0,1,1,0,0,1.5307059163470025,3.8416514435412936,1.6734794019991737,12.469294083652997
1525,7220037,WILLIAMSTOWN BORO AUTH,Dauphin,Surface water,2390,4,133,3.759398496,3.007518797,0.7518796990000001,0.7518796990000001,Local government,887,Urban,0,9,0,1,1,0,0,0.8978571076145099,-0.44915531514381724,-0.8814714235780404,-0.8978571076145099
1526,7220038,SUEZ MIDDLETOWN,Dauphin,Ground water,9254,20,8268,5.636187712000001,18.02128689,7.522980164,6.132075472,Local government,2723,Urban,0,41,0,1,1,0,1,0.4555412435563281,-0.40695180916884804,-0.7256591075856453,-0.4555412435563281
1527,7220040,HALIFAX AREA WATER & SEWER AUT,Dauphin,Ground water,2278,16,61,1.6393442619999998,1.6393442619999998,0.0,0.0,Local government,700,Rural,2,4,1,0,1,0,1,0.5698374355305912,1.0607633524119662,0.7028224681400979,1.4301625644694087
1528,7220045,ROYALTON BORO,Dauphin,Ground water purchased,1083,4,97,3.092783505,5.154639175,2.06185567,2.06185567,Local government,580,Urban,1,4,0,1,1,0,1,0.4138701810512333,0.5660648916397966,0.4329159885997696,0.5861298189487667
1529,7220046,PILLOW BORO AUTH,Dauphin,Ground water,312,6,19,5.263157895,0.0,0.0,0.0,Local government,131,Rural,0,8,1,0,1,1,1,0.6727400179999273,-0.4331660295515646,-0.8151693539033578,-0.6727400179999273
1530,7220047,LOYALTON WATER ASSN,Dauphin,Ground water,100,5,16,6.25,6.25,0.0,0.0,Private,48,Urban,2,2,0,1,0,1,1,0.5024879633908858,1.2339322672528037,0.7839354299845138,1.4975120366091144
1531,7220048,SHORT MOUNTAIN VILLAGE MHP,Dauphin,Ground water,53,3,5,0.0,0.0,0.0,0.0,Private,17,Urban,0,39,0,1,0,1,1,0.5167053555072212,-0.4160013455858467,-0.7544895987300455,-0.5167053555072212
1532,7220049,CAPITAL REGION WATER,Dauphin,Surface water,66540,4,58743,10.05396388,70.22794205,44.89215736,17.33142672,Local government,20778,Urban,1,2,0,1,1,0,0,1.6443580106483964,-0.18573354356824118,-0.21488253956324307,-0.6443580106483964
1533,7220055,LONDONDERRY TWP WATER SYS,Dauphin,Ground water purchased,36,3,27,3.7037037039999996,3.7037037039999996,0.0,0.0,Local government,14,Rural,0,5,1,0,1,1,1,0.7155274356138819,-0.4368240837474354,-0.8293596784689072,-0.7155274356138819
1534,7220057,CHESAPEAKE EST MHP,Dauphin,Ground water,1040,4,28,3.571428571,3.571428571,0.0,3.571428571,Private,350,Urban,0,93,0,1,0,0,1,0.40127413186794325,-0.39730235456572166,-0.6968128019247023,-0.40127413186794325
1535,7220070,MOUNTAINDALE APARTMENTS,Dauphin,Ground water,50,4,11,0.0,18.18181818,18.18181818,0.0,Private,21,Urban,0,13,0,1,0,1,1,0.6241770433362568,-0.4285413183883027,-0.7979231362691449,-0.6241770433362568
1536,7280005,CHAMBERSBURG BORO WATER SYS,Franklin,Surface water,40000,4,20803,7.76330337,30.80324953,8.816036149,16.84372446,Local government,7439,Urban,3,10,0,1,1,0,0,1.129355181574575,0.7617216285846085,0.5487899708090144,1.870644818425425
